SPECIES;Year;Sub_Div;RECT;Area;Age0;Age1;Age2;Age3;Age4;Age5;Age6;Age7;Age8+
SPR;2008.00;24;39G2;406.10;37.47;3.45;11.30;5.73;2.11;0.75;0.11;0.11;0.00
SPR;2008.00;24;39G3;765.00;147.01;30.88;186.87;97.92;41.26;16.34;3.49;3.49;0.00
SPR;2008.00;24;39G4;524.80;229.72;73.86;325.68;177.69;71.02;24.19;3.37;3.37;0.00
SPR;2008.00;25;37G5;642.20;2.42;1.93;23.33;8.94;6.77;7.25;1.33;0.00;0.00
SPR;2008.00;25;38G5;1035.70;1.27;5.76;47.07;19.96;11.72;12.00;1.87;0.09;0.00
SPR;2008.00;25;38G6;940.20;0.02;24.30;136.09;56.86;41.84;29.54;4.64;0.00;0.00
SPR;2008.00;25;38G7;471.70;0.31;2.54;10.34;4.16;1.52;3.20;0.00;0.00;0.00
SPR;2008.00;25;39G4;287.30;1.71;7.26;75.07;2.05;0.68;5.13;5.27;0.00;0.00
SPR;2008.00;25;39G5;979.00;6.49;37.50;310.03;86.41;4.39;43.79;4.39;0.00;0.00
SPR;2008.00;25;39G6;1026.00;0.03;39.02;217.97;91.08;67.03;47.26;7.42;0.00;0.00
SPR;2008.00;25;39G7;1026.00;5.81;2.32;12.65;4.28;2.70;2.59;0.12;0.00;0.00
SPR;2008.00;25;40G4;677.20;29.59;62.21;364.40;66.69;0.00;114.42;18.16;0.00;23.71
SPR;2008.00;25;40G5;1012.90;89.58;2.63;301.16;69.20;1.29;100.17;65.88;18.48;10.46
SPR;2008.00;25;40G6;1013.00;177.01;6.12;65.55;26.08;1.05;98.35;20.41;1.05;0.77
SPR;2008.00;25;40G7;1013.00;291.81;49.23;239.84;193.71;0.00;69.49;0.00;0.00;0.00
SPR;2008.00;25;41G6;764.40;83.30;59.33;173.46;70.42;0.00;96.14;6.25;0.00;31.07
SPR;2008.00;25;41G7;1000.00;11.61;12.65;136.49;33.41;0.60;74.96;6.00;20.01;1.02
SPR;2008.00;26;37G8;86.00;147.68;46.83;90.77;81.21;26.43;7.51;0.00;1.50;0.00
SPR;2008.00;26;37G9;151.60;402.11;54.35;89.14;69.88;18.50;5.80;0.00;0.87;0.00
SPR;2008.00;26;38G8;624.60;694.53;787.78;1646.82;1430.57;480.32;135.94;0.00;25.66;0.00
SPR;2008.00;26;38G9;918.20;1953.50;785.28;1565.43;1094.30;0.27;365.80;180.71;20.04;0.27
SPR;2008.00;26;39G8;1026.00;0.92;17.97;119.95;54.85;26.12;8.02;0.00;0.00;0.00
SPR;2008.00;26;39G9;1026.00;992.00;155.32;409.14;393.06;23.27;264.86;43.42;1.84;15.45
SPR;2008.00;26;39H0;881.60;3796.73;885.13;324.25;152.21;7.27;103.39;6.93;0.00;0.00
SPR;2008.00;26;40G8;1013.00;0.46;3.14;12.62;5.16;1.80;0.74;0.04;0.04;0.00
SPR;2008.00;26;40G9;1013.00;2780.04;404.86;469.61;456.43;4.11;228.16;90.11;0.58;10.87
SPR;2008.00;26;40H0;1012.10;2285.56;501.84;241.55;99.43;9.87;53.60;3.64;6.81;5.22
SPR;2008.00;26;41G8;1000.00;0.00;2.85;36.21;37.67;2.99;18.16;4.38;0.00;0.52
SPR;2008.00;26;41G9;1000.00;1496.98;113.61;219.87;70.04;17.58;103.55;29.21;6.34;8.66
SPR;2008.00;26;41H0;953.30;619.84;508.57;220.55;120.38;4.04;58.75;0.76;19.25;14.67
SPR;2008.00;27;42G6;266.00;80.99;254.76;777.53;226.78;0.00;300.41;200.27;36.82;7.36
SPR;2008.00;27;42G7;986.90;687.14;53.66;228.49;58.55;12.06;49.02;23.49;1.78;0.00
SPR;2008.00;27;43G6;269.80;247.78;39.02;80.96;23.73;10.54;40.84;15.44;10.54;3.69
SPR;2008.00;27;43G7;913.80;1223.25;216.59;1155.26;439.61;0.00;291.88;126.53;15.15;13.80
SPR;2008.00;27;44G7;960.50;947.61;41.92;388.94;357.02;0.00;350.19;176.39;0.00;61.47
SPR;2008.00;27;44G8;456.60;390.81;93.18;1589.39;234.48;0.00;559.84;149.05;156.39;19.09
SPR;2008.00;27;45G7;908.70;1931.23;29.85;165.19;151.01;0.00;80.16;25.07;29.58;27.03
SPR;2008.00;27;45G8;947.20;320.72;66.36;881.67;120.64;118.45;334.15;250.10;47.80;15.73
SPR;2008.00;27;46G8;884.80;1222.54;60.18;213.16;11.42;34.31;86.31;52.59;10.95;18.01
SPR;2008.00;28_2;42G8;945.40;4.93;57.57;400.74;220.62;0.00;229.03;37.34;8.29;30.36
SPR;2008.00;28_2;42G9;986.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2008.00;28_2;42H0;968.50;404.32;985.91;798.27;729.84;0.00;61.17;146.18;0.00;0.00
SPR;2008.00;28_2;43G8;296.20;0.00;36.22;215.55;54.77;30.48;120.58;9.72;0.00;16.34
SPR;2008.00;28_2;43G9;973.70;257.31;247.38;247.22;106.83;0.00;348.13;311.95;12.63;12.63
SPR;2008.00;28_2;43H0;973.70;1957.31;893.65;921.73;400.31;56.96;225.38;101.42;80.39;20.91
SPR;2008.00;28_2;43H1;412.70;518.06;229.12;760.66;459.09;26.11;292.30;52.23;12.64;12.64
SPR;2008.00;28_2;44G9;876.60;1223.59;10.61;60.24;19.59;5.30;15.91;0.00;0.00;0.00
SPR;2008.00;28_2;44H0;960.50;3611.76;1067.83;2155.00;1652.92;240.94;1325.53;198.81;283.44;43.88
SPR;2008.00;28_2;44H1;824.60;5224.05;1980.46;2193.58;1619.20;413.25;1515.23;192.33;0.00;38.99
SPR;2008.00;28_2;45G9;924.50;2699.58;35.78;50.79;5.44;10.85;58.32;8.64;8.64;5.35
SPR;2008.00;28_2;45H0;947.20;7132.96;1973.25;1327.96;390.53;84.00;763.37;170.24;4.78;105.19
SPR;2008.00;28_2;45H1;827.10;15058.74;2867.67;1873.62;496.36;91.69;1054.86;234.20;14.73;128.52
SPR;2008.00;29;46G9;933.80;1515.72;94.33;281.86;135.72;0.00;68.00;32.80;0.00;0.00
SPR;2008.00;29;46H0;933.80;2840.01;858.84;1174.35;664.38;126.84;367.67;162.89;0.00;10.44
SPR;2008.00;29;46H1;921.50;11945.41;799.27;1164.30;368.44;223.47;465.78;149.58;7.86;35.53
SPR;2008.00;29;46H2;258.00;4246.32;139.88;192.45;61.19;37.38;69.55;24.37;0.00;0.00
SPR;2008.00;29;47G9;876.20;8509.03;240.71;307.25;678.21;72.21;355.39;0.00;70.79;16.99
SPR;2008.00;29;47H0;920.30;12.20;106.08;746.16;124.36;0.00;211.53;220.07;6.10;18.29
SPR;2008.00;29;47H1;920.30;4417.65;2380.48;3631.22;1144.94;690.52;1560.13;471.59;43.30;195.67
SPR;2008.00;29;47H2;793.90;7416.03;4894.61;6167.98;1843.36;1049.65;2595.46;712.44;63.74;369.70
SPR;2008.00;29;48G9;772.80;658.56;42.63;40.83;0.00;0.00;10.76;2.20;1.79;1.63
SPR;2008.00;29;48H0;730.30;2745.10;76.28;759.36;106.56;87.49;162.64;77.39;24.68;107.67
SPR;2008.00;29;48H2;597.00;753.64;1388.28;2344.32;770.95;531.05;1456.86;392.59;63.16;311.52
SPR;2008.00;29;49G9;564.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2008.00;30;50G8;833.40;0.00;7.77;38.14;15.95;13.37;37.07;109.28;0.00;12.26
SPR;2008.00;30;50G9;879.50;0.00;0.00;4.30;0.00;0.00;0.71;6.24;0.82;3.36
SPR;2008.00;30;50H0;795.10;0.00;0.00;5.10;1.35;0.00;7.51;14.46;0.00;7.59
SPR;2008.00;30;51G8;863.70;0.00;22.35;126.60;35.88;52.00;399.49;163.59;16.10;161.54
SPR;2008.00;30;51G9;865.80;0.49;6.48;22.92;0.00;0.00;38.41;51.52;0.00;17.94
SPR;2008.00;30;51H0;865.70;0.00;0.00;1.96;1.78;1.42;6.18;6.69;0.00;3.60
SPR;2008.00;30;52G8;852.00;0.00;17.65;39.78;4.91;0.00;278.07;254.87;11.34;102.38
SPR;2008.00;30;52G9;852.00;0.00;11.60;150.01;0.00;0.00;717.22;315.84;94.96;143.30
SPR;2008.00;30;52H0;852.00;0.45;0.46;13.59;11.77;0.00;30.76;53.15;1.33;19.47
SPR;2008.00;30;53G8;838.10;0.00;0.00;4.75;2.18;0.00;10.79;25.78;2.18;14.69
SPR;2008.00;30;53G9;838.10;0.00;41.66;62.34;36.27;0.00;258.52;255.82;0.00;64.49
SPR;2008.00;30;53H0;838.10;0.00;2.55;11.90;7.47;0.00;37.43;32.69;4.77;19.77
SPR;2008.00;30;54G8;642.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.31
SPR;2008.00;30;54G9;824.20;0.00;0.37;0.00;0.00;0.00;0.00;0.76;0.00;0.00
SPR;2008.00;30;54H0;727.90;0.00;49.12;22.84;0.00;0.00;168.28;290.20;28.74;92.57
SPR;2008.00;30;55G9;625.60;0.00;0.42;0.63;0.00;0.00;3.80;3.42;0.46;3.09
SPR;2008.00;30;55H0;688.60;0.00;2.86;13.25;5.28;0.00;30.90;55.77;3.71;26.68
SPR;2008.00;32;47H3;536.20;1558.92;1157.34;1299.26;378.87;103.47;684.54;245.31;9.65;87.22
SPR;2008.00;32;48H3;615.70;941.51;1115.85;1370.20;450.71;136.66;798.70;257.43;12.11;95.32
SPR;2009.00;21;41G0;108.10;1.24;0.63;0.25;0.12;0.01;0.00;0.00;0.00;0.00
SPR;2009.00;21;41G1;946.80;0.27;21.18;7.89;5.45;0.43;0.01;0.01;0.00;0.00
SPR;2009.00;21;41G2;432.30;12.58;8.12;3.57;2.97;0.25;0.09;0.04;0.00;0.00
SPR;2009.00;21;42G1;884.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2009.00;21;42G2;606.80;18.53;1.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2009.00;22;37G0;209.90;20.28;1.26;0.42;0.46;0.28;0.47;0.00;0.00;0.00
SPR;2009.00;22;37G1;723.30;33.40;2.50;1.51;0.97;0.21;0.64;0.00;0.00;0.00
SPR;2009.00;22;38G0;735.30;347.58;2.04;0.71;1.39;0.67;1.33;0.00;0.00;0.00
SPR;2009.00;22;38G1;173.20;6.85;0.47;0.23;0.18;0.07;0.15;0.00;0.00;0.00
SPR;2009.00;22;39F9;159.30;218.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2009.00;22;39G0;201.70;74.55;0.06;0.06;0.06;0.00;0.00;0.00;0.00;0.00
SPR;2009.00;22;39G1;250.00;8.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2009.00;22;40F9;51.30;13.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2009.00;22;40G0;538.10;478.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2009.00;22;40G1;174.50;53.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2009.00;22;41G0;173.10;25.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2009.00;23;39G2;130.90;16.43;1.25;0.71;0.63;0.04;0.04;0.00;0.00;0.00
SPR;2009.00;23;40G2;164.00;1.97;28.96;43.91;80.24;21.67;11.51;1.93;0.30;0.00
SPR;2009.00;23;41G2;72.30;2.52;8.99;10.60;16.82;3.43;2.14;0.43;0.00;0.00
SPR;2009.00;24;37G2;192.40;3.03;3.70;1.49;1.47;0.11;0.08;0.01;0.00;0.01
SPR;2009.00;24;37G3;167.70;598.88;12.71;1.82;2.69;0.22;0.00;0.00;0.00;0.00
SPR;2009.00;24;37G4;875.10;142.27;172.04;116.81;100.32;6.78;8.10;0.69;0.14;0.69
SPR;2009.00;24;38G2;832.90;244.94;20.42;1.01;0.82;0.04;0.04;0.00;0.00;0.00
SPR;2009.00;24;38G3;865.70;1864.19;92.44;11.70;10.11;0.72;0.67;0.11;0.00;0.11
SPR;2009.00;24;38G4;1034.80;96.94;117.22;79.59;68.35;4.62;5.52;0.47;0.10;0.47
SPR;2009.00;24;39G2;406.10;12.22;0.93;0.53;0.47;0.03;0.03;0.00;0.00;0.00
SPR;2009.00;24;39G3;765.00;75.55;105.69;40.49;34.33;2.54;2.86;0.29;0.07;0.29
SPR;2009.00;24;39G4;524.80;3.06;129.34;118.74;97.60;8.31;12.09;1.31;0.54;1.31
SPR;2009.00;25;37G5;642.20;12.39;78.96;54.28;58.53;25.46;12.67;8.65;0.00;0.00
SPR;2009.00;25;38G5;1035.70;17.44;214.43;158.83;160.36;70.73;31.22;22.71;0.00;0.00
SPR;2009.00;25;38G6;940.20;16.36;164.32;82.48;85.94;36.08;17.85;8.28;2.86;0.00
SPR;2009.00;25;38G7;471.70;0.16;92.33;64.15;64.42;30.10;10.35;7.40;0.00;0.00
SPR;2009.00;25;39G4;287.30;0.55;54.58;20.11;69.95;6.41;0.55;5.19;0.00;5.08
SPR;2009.00;25;39G5;979.00;7.28;370.03;58.53;186.66;96.28;55.90;30.59;0.00;0.00
SPR;2009.00;25;39G6;1026.00;3.22;385.36;143.67;128.46;53.65;20.68;11.00;2.15;0.00
SPR;2009.00;25;39G7;1026.00;153.55;603.13;190.19;159.93;65.25;23.55;13.01;2.66;0.00
SPR;2009.00;25;40G4;677.20;17.17;44.88;7.05;39.51;8.17;4.10;4.62;0.15;0.00
SPR;2009.00;25;40G5;1012.90;2.51;49.54;18.64;81.25;34.30;20.93;28.24;7.31;0.00
SPR;2009.00;25;40G6;1013.00;8.69;251.68;28.21;123.21;114.24;1.01;18.86;8.01;0.00
SPR;2009.00;25;40G7;1013.00;0.00;929.49;73.35;174.02;41.77;22.80;21.52;0.00;0.00
SPR;2009.00;25;41G6;764.40;0.00;163.67;34.36;120.83;14.79;27.72;38.59;13.14;1.19
SPR;2009.00;25;41G7;1000.00;2.14;138.97;41.35;39.74;10.05;10.32;16.94;16.97;0.00
SPR;2009.00;26;37G8;86.00;89.27;240.44;11.91;4.76;1.17;0.42;0.10;0.00;0.00
SPR;2009.00;26;37G9;151.60;549.45;721.29;20.05;4.24;1.21;0.00;0.40;0.00;0.00
SPR;2009.00;26;38G8;624.60;192.28;1075.15;129.86;68.52;20.14;11.02;4.69;0.00;0.00
SPR;2009.00;26;38G9;918.20;403.48;679.90;38.28;13.45;4.57;0.52;0.24;0.00;0.00
SPR;2009.00;26;39G8;1026.00;24.48;619.75;138.46;85.23;26.21;11.99;9.32;0.00;0.00
SPR;2009.00;26;39G9;1026.00;184.33;472.84;29.20;11.29;3.57;0.00;0.23;0.00;0.00
SPR;2009.00;26;39H0;881.60;233.98;1462.62;206.73;159.89;40.16;3.03;37.84;4.82;0.00
SPR;2009.00;26;40G8;1013.00;14.91;903.10;172.37;102.47;30.92;14.48;6.95;0.00;0.00
SPR;2009.00;26;40G9;1013.00;1113.74;1408.08;1803.76;226.77;147.59;26.99;72.02;11.08;0.00
SPR;2009.00;26;40H0;1012.10;383.22;601.68;134.05;40.46;46.34;13.73;15.09;0.79;0.79
SPR;2009.00;26;41G8;1000.00;0.00;324.48;0.00;112.02;87.28;8.55;82.15;10.28;13.45
SPR;2009.00;26;41G9;1000.00;0.00;18.97;12.86;27.69;16.81;9.53;8.44;1.03;2.51
SPR;2009.00;26;41H0;953.30;2176.55;1093.67;149.90;151.10;53.96;0.00;44.37;17.99;0.00
SPR;2009.00;27;42G6;266.00;0.00;28.10;7.54;8.97;2.78;2.56;1.42;1.26;1.91
SPR;2009.00;27;42G7;986.90;4.57;701.57;87.57;325.12;87.14;28.22;39.54;82.44;1.55
SPR;2009.00;27;43G7;913.80;0.00;1189.38;320.75;98.16;151.13;57.97;125.82;93.16;18.64
SPR;2009.00;27;44G7;960.50;0.62;122.81;18.68;98.26;49.84;15.82;47.74;31.64;3.08
SPR;2009.00;27;44G8;456.60;1.32;372.31;34.96;120.82;14.67;7.17;54.85;2.21;7.17
SPR;2009.00;27;45G7;908.70;2.79;282.62;66.49;154.40;10.96;51.38;78.42;15.59;16.45
SPR;2009.00;27;45G8;947.20;9.43;364.57;235.18;278.31;138.70;69.10;86.79;15.19;4.68
SPR;2009.00;27;46G8;884.80;4.86;427.14;170.85;403.84;158.23;34.95;90.29;5.82;0.00
SPR;2009.00;28_2;42G8;945.40;0.00;1023.87;82.11;476.17;89.89;35.40;210.91;116.72;0.00
SPR;2009.00;28_2;42G9;986.90;20.10;1079.08;277.08;60.44;51.33;3.28;55.16;0.36;14.26
SPR;2009.00;28_2;42H0;968.50;816.54;1299.16;401.10;478.61;140.75;16.17;61.75;22.85;8.08
SPR;2009.00;28_2;43G8;296.20;0.00;175.59;67.18;99.77;72.50;3.66;31.59;33.59;0.00
SPR;2009.00;28_2;43G9;973.70;0.00;147.08;108.82;58.87;23.27;16.18;55.39;2.54;0.00
SPR;2009.00;28_2;43H0;973.70;11.09;1711.95;440.19;1103.88;621.13;181.39;378.97;119.44;170.56
SPR;2009.00;28_2;43H1;412.70;0.00;353.63;362.08;350.18;161.34;28.99;99.69;43.66;56.97
SPR;2009.00;28_2;44G9;876.60;0.82;106.19;28.08;56.56;10.03;0.82;26.62;0.00;0.00
SPR;2009.00;28_2;44H0;960.50;0.45;1035.96;269.36;688.25;420.48;121.76;250.60;92.64;124.74
SPR;2009.00;28_2;44H1;824.60;0.00;1669.20;1379.69;1074.67;555.65;363.06;711.37;249.82;149.45
SPR;2009.00;28_2;45G9;924.50;0.00;352.65;218.25;446.31;131.12;6.55;98.87;48.44;0.00
SPR;2009.00;28_2;45H0;947.20;108.53;3820.41;2724.21;2426.65;554.43;458.56;684.67;184.51;0.00
SPR;2009.00;28_2;45H1;827.10;40.25;1416.97;1010.40;900.03;205.64;170.08;253.94;68.43;0.00
SPR;2009.00;29;46G9;933.80;53.39;1716.45;204.39;322.66;77.72;140.23;100.71;211.66;19.45
SPR;2009.00;29;46H0;933.80;82.45;259.93;96.82;28.52;0.76;14.41;26.08;1.38;1.38
SPR;2009.00;29;46H1;921.50;61.43;5069.27;1678.85;874.48;161.03;282.84;334.89;26.93;75.10
SPR;2009.00;29;46H2;258.00;14.24;935.44;249.07;97.33;16.86;33.74;34.79;2.91;6.04
SPR;2009.00;29;47G9;876.20;0.00;135.68;26.46;48.17;26.46;0.00;10.63;0.00;10.41
SPR;2009.00;29;47H0;920.30;41.56;838.99;63.13;187.69;21.43;29.03;29.03;32.97;26.38
SPR;2009.00;29;47H1;920.30;152.33;3186.30;1477.07;1062.51;210.82;327.38;418.17;32.98;112.60
SPR;2009.00;29;47H2;793.90;215.70;13422.10;2812.00;1048.11;207.17;355.35;381.06;41.88;68.48
SPR;2009.00;29;48G9;772.80;252.74;1615.88;148.13;388.01;33.30;80.03;95.76;88.96;16.72
SPR;2009.00;29;48H0;730.30;300.39;477.51;197.22;208.80;43.76;75.51;91.63;12.22;39.41
SPR;2009.00;29;48H1;544.00;198.30;4570.37;1628.84;1091.98;247.91;386.05;449.19;49.51;121.50
SPR;2009.00;29;48H2;597.00;274.72;10651.14;3336.24;2050.79;445.62;679.05;802.74;83.56;226.19
SPR;2009.00;29;49G9;564.20;0.00;0.74;0.00;0.00;0.50;0.00;1.24;0.25;0.25
SPR;2009.00;30;50G7;403.10;0.00;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2009.00;30;50G8;833.40;0.16;2.29;0.00;2.19;0.00;0.00;7.21;4.80;0.66
SPR;2009.00;30;50G9;879.50;6.21;1.63;3.09;2.88;1.73;0.52;3.16;2.26;3.06
SPR;2009.00;30;50H0;795.10;0.71;9.95;4.04;11.82;2.88;10.95;37.91;18.30;11.54
SPR;2009.00;30;51G7;614.50;0.00;0.00;0.75;0.00;0.00;0.00;1.49;0.00;0.00
SPR;2009.00;30;51G8;863.70;0.00;55.38;36.94;12.19;0.00;12.31;144.93;147.35;97.05
SPR;2009.00;30;51G9;865.80;0.00;15.47;6.99;3.49;2.37;3.49;14.85;26.85;2.63
SPR;2009.00;30;51H0;865.70;0.00;9.75;8.60;17.42;7.27;0.00;23.67;31.46;8.73
SPR;2009.00;30;52G7;482.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2009.00;30;52G8;852.00;0.00;11.44;1.80;4.25;1.70;0.00;0.47;8.31;4.16
SPR;2009.00;30;52G9;852.00;0.00;47.09;12.81;6.50;21.36;0.00;45.22;140.56;86.80
SPR;2009.00;30;52H0;852.00;0.00;9.71;3.21;2.95;4.55;0.00;14.96;18.59;7.53
SPR;2009.00;30;53G7;354.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2009.00;30;53G8;838.10;0.00;248.67;43.45;28.08;40.56;0.00;118.10;263.85;13.37
SPR;2009.00;30;53G9;838.10;0.00;0.00;0.00;0.36;0.00;0.00;0.00;0.00;0.00
SPR;2009.00;30;53H0;838.10;0.00;0.00;0.00;0.00;0.00;0.00;0.51;0.25;0.76
SPR;2009.00;30;54G8;642.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2009.00;30;54G9;824.20;0.00;0.81;0.81;0.81;0.00;0.00;5.27;6.57;4.79
SPR;2009.00;30;54H0;727.90;0.00;8.33;0.90;16.31;20.13;0.00;20.58;44.65;13.94
SPR;2009.00;30;55G9;625.60;0.00;0.00;0.00;0.00;0.64;0.00;0.00;0.00;0.00
SPR;2009.00;30;55H0;688.60;0.00;1.31;0.00;6.06;3.11;0.00;13.33;14.27;6.60
SPR;2009.00;32;47H3;536.20;19.53;4247.44;1123.36;638.42;118.15;143.12;190.83;101.61;22.77
SPR;2009.00;32;48H3;615.70;69.47;5840.02;4118.93;3851.38;812.64;994.50;1265.05;359.62;214.87
SPR;2009.00;32;48H4;835.10;164.72;9303.08;3183.12;2004.56;348.10;459.52;705.41;297.45;86.37
SPR;2009.00;32;48H5;767.20;281.23;4969.48;2121.91;1571.69;256.25;363.76;496.16;165.96;52.66
SPR;2009.00;32;48H6;776.10;21.54;1306.22;510.45;327.81;51.42;76.08;111.12;44.43;10.40
SPR;2009.00;32;49H5;306.90;205.93;3304.13;1428.14;1071.72;175.60;248.23;336.64;110.63;36.22
SPR;2009.00;32;49H6;586.50;258.41;4609.18;1965.83;1454.71;237.05;336.64;459.34;153.84;48.69
SPR;2010.00;21;41G0;108.10;144.62;0.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2010.00;21;41G1;946.80;75.91;3.76;1.30;0.41;0.11;0.00;0.00;0.00;0.00
SPR;2010.00;21;41G2;432.30;2.02;0.00;0.22;0.22;0.11;0.11;0.00;0.00;0.00
SPR;2010.00;21;42G1;884.20;1.29;2.75;1.52;0.77;0.29;0.03;0.00;0.00;0.00
SPR;2010.00;21;42G2;606.80;0.00;1.40;1.64;0.68;0.99;0.43;0.00;0.00;0.00
SPR;2010.00;21;43G1;699.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2010.00;21;43G2;107.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2010.00;22;37G0;209.90;1236.18;15.29;4.50;1.80;0.00;0.00;0.00;0.00;0.00
SPR;2010.00;22;37G1;723.30;1807.59;4.58;0.61;0.61;0.00;0.00;0.00;0.00;0.00
SPR;2010.00;22;38G0;735.30;3214.38;2.98;2.98;1.19;0.00;0.00;0.00;0.00;0.00
SPR;2010.00;22;38G1;173.20;845.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2010.00;22;39F9;159.30;1027.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2010.00;22;39G0;201.70;347.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2010.00;22;39G1;250.00;728.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2010.00;22;40F9;51.30;178.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2010.00;22;40G0;538.10;1856.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2010.00;22;40G1;174.50;622.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2010.00;22;41G0;173.10;115.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2010.00;23;39G2;130.90;347.49;3.67;1.49;0.39;0.17;0.00;0.00;0.00;0.00
SPR;2010.00;23;40G2;164.00;0.00;16.30;57.85;63.60;58.57;19.36;8.22;0.00;0.96
SPR;2010.00;23;41G2;72.30;166.87;0.77;0.08;0.04;0.00;0.04;0.00;0.00;0.00
SPR;2010.00;24;37G2;192.40;47.07;2.89;0.69;0.04;0.00;0.00;0.00;0.00;0.00
SPR;2010.00;24;37G3;167.70;951.16;10.25;8.05;1.71;0.95;0.00;0.00;0.00;0.00
SPR;2010.00;24;37G4;875.10;748.31;355.32;213.41;70.15;30.99;0.41;0.81;0.00;0.00
SPR;2010.00;24;38G2;832.90;1966.33;13.72;6.96;1.40;0.66;0.00;0.00;0.00;0.00
SPR;2010.00;24;38G3;865.70;2768.45;317.88;120.36;38.84;12.18;0.36;0.72;0.00;0.00
SPR;2010.00;24;38G4;1034.80;1252.44;594.70;357.19;117.41;51.87;0.68;1.36;0.00;0.00
SPR;2010.00;24;39G2;406.10;325.71;3.44;1.39;0.36;0.16;0.00;0.00;0.00;0.00
SPR;2010.00;24;39G3;765.00;598.49;88.96;81.57;40.01;18.27;0.77;0.41;0.00;0.00
SPR;2010.00;24;39G4;524.80;46.14;48.41;49.91;23.67;10.84;0.13;0.27;0.00;0.00
SPR;2010.00;25;37G5;642.20;65.70;55.72;49.28;15.63;7.46;4.01;1.28;0.33;0.00
SPR;2010.00;25;38G5;1035.70;45.99;83.58;91.52;49.70;29.62;15.47;3.18;1.82;0.00
SPR;2010.00;25;38G6;940.20;2.23;5.61;5.23;1.79;0.91;0.43;0.13;0.04;0.00
SPR;2010.00;25;38G7;471.70;0.56;4.13;6.91;3.60;2.54;1.13;0.27;0.22;0.00
SPR;2010.00;25;39G4;287.30;6.77;56.89;41.69;40.19;22.27;22.58;0.00;0.00;0.00
SPR;2010.00;25;39G5;979.00;0.74;14.44;34.64;34.65;45.57;6.83;15.95;4.84;6.38
SPR;2010.00;25;39G6;1026.00;3.54;26.00;43.52;22.67;16.00;7.10;1.71;1.37;0.00
SPR;2010.00;25;39G7;1026.00;3.92;28.72;32.99;14.10;8.74;3.97;0.98;0.61;0.00
SPR;2010.00;25;40G4;677.20;18.36;30.13;88.53;46.99;35.47;0.00;1.98;18.82;5.61
SPR;2010.00;25;40G5;1012.90;0.27;4.66;20.64;6.33;11.28;0.51;0.51;3.35;2.43
SPR;2010.00;25;40G6;1013.00;1.82;21.49;314.00;70.43;84.44;7.82;0.00;1.64;1.64
SPR;2010.00;25;40G7;1013.00;1.58;7.15;146.89;30.21;103.89;0.64;10.83;11.47;0.64
SPR;2010.00;25;41G6;764.40;0.00;2.51;33.13;8.09;14.48;0.00;11.68;2.60;0.00
SPR;2010.00;25;41G7;1000.00;0.54;16.29;96.33;28.09;24.05;3.67;0.88;0.88;0.00
SPR;2010.00;26;37G8;86.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2010.00;26;37G9;151.60;0.02;0.31;0.20;0.03;0.00;0.00;0.00;0.00;0.00
SPR;2010.00;26;38G8;624.60;49.30;52.70;54.36;11.82;4.25;3.36;0.53;2.46;0.00
SPR;2010.00;26;38G9;918.20;374.37;1120.75;717.29;69.16;287.62;26.99;13.11;18.54;16.46
SPR;2010.00;26;39G8;1026.00;3.35;110.26;176.03;38.75;20.31;7.12;2.39;8.59;0.00
