SPECIES;Year;Sub_Div;RECT;Area;Age0;Age1;Age2;Age3;Age4;Age5;Age6;Age7;Age8+
SPR;2006.00;32;47H3;536.20;1481.36;2512.97;836.53;3133.43;1342.67;167.24;39.99;13.13;43.33
SPR;2006.00;32;47H4;90.90;432.66;184.80;52.10;191.11;85.40;13.27;8.15;0.67;3.96
SPR;2006.00;32;48H3;615.70;299.54;3518.67;1200.42;4093.21;1869.40;217.74;79.99;14.36;43.09
SPR;2006.00;32;48H4;835.10;4813.76;7385.40;3052.71;10544.33;4768.66;546.72;157.11;46.71;158.35
SPR;2006.00;32;48H5;767.20;1092.68;4353.37;654.03;2314.36;1035.63;95.88;20.29;10.14;30.43
SPR;2006.00;32;48H6;776.10;1137.66;2952.69;511.22;1906.88;817.48;86.57;12.79;6.39;19.19
SPR;2006.00;32;49H5;306.90;682.88;2441.50;317.39;1158.89;516.47;46.41;5.13;2.56;7.70
SPR;2006.00;32;49H6;586.50;2286.72;4704.85;843.29;3272.67;1368.19;154.20;14.08;7.04;21.12
SPR;2007.00;21;41G0;108.10;0.00;14.13;2.29;1.45;0.00;0.03;0.00;0.00;0.00
SPR;2007.00;21;41G1;946.80;0.00;6.05;0.97;0.97;0.03;0.03;0.00;0.00;0.00
SPR;2007.00;21;41G2;432.30;14.80;79.55;9.28;12.96;1.11;0.37;0.00;0.00;0.00
SPR;2007.00;21;42G1;884.20;0.14;80.98;3.06;3.43;0.56;0.14;0.00;0.00;0.00
SPR;2007.00;21;42G2;606.80;1.86;56.36;21.37;51.55;9.71;1.75;0.00;0.00;0.00
SPR;2007.00;21;43G1;699.00;0.00;90.13;14.45;43.21;9.49;2.20;0.00;0.00;0.00
SPR;2007.00;21;43G2;107.00;0.19;5.71;0.74;0.62;0.03;0.04;0.00;0.00;0.00
SPR;2007.00;21;44G0;239.90;0.22;35.64;4.93;1.66;0.13;0.02;0.00;0.00;0.00
SPR;2007.00;21;44G1;580.50;0.90;143.03;19.79;6.67;0.51;0.08;0.00;0.00;0.00
SPR;2007.00;22;37G0;209.90;0.29;1.46;0.16;0.32;0.10;0.01;0.00;0.00;0.00
SPR;2007.00;22;37G1;723.30;55.01;267.97;23.57;47.21;21.48;2.61;0.00;0.00;0.00
SPR;2007.00;22;38G0;735.30;17.32;31.58;2.23;2.74;1.08;0.10;0.00;0.00;0.00
SPR;2007.00;22;38G1;173.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2007.00;22;39F9;159.30;37.37;1.97;0.02;0.01;0.01;0.00;0.00;0.00;0.00
SPR;2007.00;22;39G0;201.70;2.43;1.51;0.27;0.66;0.18;0.03;0.00;0.00;0.00
SPR;2007.00;22;39G1;250.00;0.00;26.02;4.52;16.97;3.39;1.13;0.00;0.00;0.00
SPR;2007.00;22;40F9;51.30;0.11;0.17;0.01;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2007.00;22;40G0;538.10;1.69;2.65;0.09;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2007.00;22;40G1;174.50;0.65;1.02;0.03;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2007.00;22;41G0;173.10;0.29;0.45;0.01;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2007.00;23;39G2;130.90;3.10;48.15;5.98;4.13;0.71;0.28;0.03;0.00;0.00
SPR;2007.00;23;40G2;164.00;1.44;80.78;31.54;12.79;3.58;0.49;0.00;0.22;0.00
SPR;2007.00;23;41G2;72.30;5.94;1.71;0.06;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2007.00;24;37G2;192.40;47.82;433.07;51.44;31.01;4.02;1.22;0.08;0.00;0.00
SPR;2007.00;24;37G3;167.70;202.09;196.96;21.37;3.74;0.22;0.22;0.00;0.00;0.00
SPR;2007.00;24;37G4;875.10;148.15;443.06;51.23;23.43;2.71;1.44;0.00;0.00;0.00
SPR;2007.00;24;38G2;832.90;113.54;399.27;56.22;46.59;8.79;2.22;0.17;0.00;0.00
SPR;2007.00;24;38G3;865.70;82.03;1322.42;177.87;133.46;23.05;7.57;0.18;0.00;0.00
SPR;2007.00;24;38G4;1034.80;73.12;900.36;105.04;58.13;7.27;3.53;0.00;0.00;0.00
SPR;2007.00;24;39G2;406.10;5.51;85.51;10.62;7.33;1.26;0.50;0.04;0.00;0.00
SPR;2007.00;24;39G3;765.00;10.33;839.35;194.93;253.81;56.30;11.52;1.55;0.00;0.00
SPR;2007.00;24;39G4;524.80;0.80;282.74;77.91;104.15;22.90;4.60;0.60;0.00;0.00
SPR;2007.00;25;37G5;642.20;1.16;25.56;10.44;6.22;12.61;5.81;2.18;0.00;0.00
SPR;2007.00;25;38G5;1035.70;0.00;196.17;66.11;31.62;69.01;37.43;7.61;0.00;0.00
SPR;2007.00;25;38G6;940.20;10.22;114.41;35.51;14.74;28.94;15.67;3.48;0.00;0.00
SPR;2007.00;25;38G7;471.70;0.75;35.97;9.71;2.89;4.14;2.92;0.59;0.00;0.00
SPR;2007.00;25;39G4;287.30;0.00;159.51;55.45;0.00;15.33;1.88;3.53;0.00;6.13
SPR;2007.00;25;39G5;979.00;0.00;774.42;149.20;24.89;118.69;13.99;14.45;7.22;5.83
SPR;2007.00;25;39G6;1026.00;3.09;122.32;38.76;16.16;30.58;16.69;4.35;0.00;0.00
SPR;2007.00;25;39G7;1026.00;3.11;139.50;42.44;16.46;28.37;15.84;4.24;0.00;0.00
SPR;2007.00;25;40G4;677.20;5.68;52.25;18.70;11.49;29.46;31.50;4.78;0.90;37.88
SPR;2007.00;25;40G5;1012.90;0.45;7.50;3.80;0.94;10.11;3.19;2.22;0.22;0.90
SPR;2007.00;25;40G6;1013.00;5.14;136.22;51.13;19.88;92.57;40.22;12.39;21.19;4.29
SPR;2007.00;25;40G7;1013.00;0.83;198.31;56.80;4.53;134.35;11.06;5.48;6.37;0.00
SPR;2007.00;25;41G6;764.40;33.78;739.24;101.35;0.00;560.85;332.45;0.00;6.75;77.03
SPR;2007.00;25;41G7;1000.00;0.17;4.72;1.47;0.39;7.77;2.24;0.12;0.23;0.40
SPR;2007.00;26;37G8;86.00;0.05;2.98;1.28;0.44;0.16;0.04;0.01;0.00;0.00
SPR;2007.00;26;37G9;151.60;1308.62;148.54;83.11;22.54;12.73;1.32;2.12;0.00;0.00
SPR;2007.00;26;38G8;624.60;0.77;13.49;6.03;3.12;1.99;0.31;0.25;0.00;0.00
SPR;2007.00;26;38G9;918.20;274.98;1538.24;616.79;82.77;286.72;28.67;1.64;0.00;4.35
SPR;2007.00;26;39G8;1026.00;0.19;47.70;22.18;10.62;5.96;1.83;0.49;0.00;0.00
SPR;2007.00;26;39G9;1026.00;3.69;446.76;417.15;36.70;181.04;44.70;6.12;0.70;3.60
SPR;2007.00;26;39H0;881.60;1280.34;1459.17;806.80;70.20;301.50;34.84;11.72;0.00;0.00
SPR;2007.00;26;40G8;1013.00;0.31;81.86;41.69;26.42;20.53;6.66;2.50;0.00;0.00
SPR;2007.00;26;40G9;1013.00;5.46;231.19;130.53;28.68;98.08;18.50;2.29;1.99;7.04
SPR;2007.00;26;40H0;1012.10;26.79;354.50;224.80;601.80;335.40;46.80;62.70;48.60;30.50
SPR;2007.00;26;41G9;1000.00;13.25;32.10;50.09;12.18;37.39;15.26;12.21;2.84;2.43
SPR;2007.00;26;41H0;953.30;4.02;18.20;61.53;14.95;43.77;17.09;12.48;4.14;1.41
SPR;2007.00;27;42G6;266.00;2.92;375.19;12.56;1.46;37.40;10.22;0.00;0.00;0.00
SPR;2007.00;27;42G7;986.90;3.32;54.60;7.58;2.65;32.07;12.26;3.39;3.50;5.57
SPR;2007.00;27;43G7;913.80;3.02;426.85;127.47;54.01;303.34;102.61;3.38;0.00;12.24
SPR;2007.00;27;44G7;960.50;281.02;383.93;315.67;32.05;287.42;120.16;3.52;9.13;37.77
SPR;2007.00;27;44G8;456.60;7.24;67.28;112.49;24.23;101.28;64.74;0.00;0.00;4.34
SPR;2007.00;27;45G7;908.70;590.07;208.92;128.66;20.58;251.92;69.08;9.24;0.74;38.72
SPR;2007.00;27;45G8;947.20;344.44;972.63;560.35;5.13;512.70;196.74;0.00;21.25;15.92
SPR;2007.00;27;46G8;884.80;59.40;207.22;299.04;80.06;439.86;227.61;80.04;36.64;83.79
SPR;2007.00;28_2;42G8;945.40;0.00;1.39;2.09;0.69;2.56;1.63;0.23;0.00;0.23
SPR;2007.00;28_2;42G9;986.90;1.20;9.28;2.11;1.08;3.23;0.83;0.60;0.12;0.08
SPR;2007.00;28_2;42H0;968.50;28.55;109.49;175.89;25.69;161.58;80.60;10.87;13.50;6.58
SPR;2007.00;28_2;43G8;296.20;40.27;364.85;38.66;63.62;526.74;67.65;34.63;0.00;27.38
SPR;2007.00;28_2;43G9;973.70;3.11;58.50;47.89;5.24;89.48;37.17;22.13;4.03;2.30
SPR;2007.00;28_2;43H0;973.70;0.00;55.86;119.73;74.01;182.29;77.58;26.32;2.81;14.75
SPR;2007.00;28_2;43H1;412.70;31.14;2784.84;1435.95;467.20;1442.12;62.29;130.81;31.14;62.29
SPR;2007.00;28_2;44G9;876.60;35.34;204.90;242.31;61.48;231.22;103.72;45.82;9.76;79.93
SPR;2007.00;28_2;44H0;960.50;5.06;156.04;247.83;121.11;279.76;109.42;30.55;5.12;18.56
SPR;2007.00;28_2;44H1;824.60;16.17;2099.03;1282.85;375.31;1362.77;169.77;74.59;14.89;68.14
SPR;2007.00;28_2;45G9;924.50;18.60;50.15;14.22;2.90;19.77;4.34;0.48;0.72;2.68
SPR;2007.00;28_2;45H0;947.20;10.34;925.94;852.80;301.78;946.29;470.79;62.34;17.72;74.84
SPR;2007.00;28_2;45H1;827.10;35.36;3296.06;3316.39;1125.53;3590.17;1834.20;210.15;40.34;191.93
SPR;2007.00;29;46G9;933.80;676.87;419.49;320.90;5.85;144.48;129.52;0.00;0.00;52.67
SPR;2007.00;29;46H0;933.80;319.81;445.64;319.17;45.79;408.07;133.64;12.50;9.52;15.48
SPR;2007.00;29;46H1;921.50;339.20;4317.87;1328.74;727.90;2440.94;907.82;3.56;6.69;79.61
SPR;2007.00;29;46H2;258.00;114.56;2316.01;715.46;372.83;1186.03;474.87;3.21;6.42;57.22
SPR;2007.00;29;47G9;876.20;1152.97;107.54;34.52;15.41;114.03;90.94;9.24;5.22;8.49
SPR;2007.00;29;47H0;920.30;1496.00;1921.51;667.85;83.33;679.33;425.14;17.16;56.12;86.94
SPR;2007.00;29;47H1;920.30;1088.26;903.60;268.03;156.50;524.58;191.67;4.05;5.56;27.11
SPR;2007.00;29;47H2;793.90;158.23;1643.02;464.18;248.85;816.15;307.09;3.21;4.70;32.13
SPR;2007.00;29;48G9;772.80;1217.84;286.11;110.83;27.55;128.70;88.71;8.74;0.00;10.87
SPR;2007.00;29;48H0;730.30;2382.24;1105.07;268.36;123.53;431.10;185.44;4.83;5.79;19.30
SPR;2007.00;29;48H1;544.00;1707.29;2463.32;609.13;325.61;1086.85;420.08;10.29;14.57;68.82
SPR;2007.00;29;48H2;597.00;609.41;8349.84;2225.35;1064.43;3475.90;1364.70;7.86;11.53;100.67
SPR;2007.00;29;49G9;564.20;152.93;26.35;11.26;0.00;21.33;17.50;0.00;0.00;3.01
SPR;2007.00;30;50G7;403.10;0.00;159.12;46.57;53.36;254.22;377.45;36.87;0.00;71.77
SPR;2007.00;30;50G8;833.40;0.72;12.99;4.87;0.00;34.12;47.80;12.60;3.06;64.22
SPR;2007.00;30;50G9;879.50;0.00;0.63;0.90;0.00;9.44;10.78;0.00;0.82;9.30
SPR;2007.00;30;50H0;795.10;0.00;0.38;0.38;0.00;3.12;3.52;0.00;0.00;5.08
SPR;2007.00;30;51G7;614.50;0.00;26.55;27.08;12.36;66.40;153.67;0.00;0.00;32.04
SPR;2007.00;30;51G8;863.70;0.00;110.43;20.74;0.00;123.34;261.88;30.83;10.94;101.51
SPR;2007.00;30;51G9;865.80;0.00;1.21;0.57;0.00;7.31;5.56;1.14;1.93;10.89
SPR;2007.00;30;51H0;865.70;0.00;3.38;5.46;0.00;36.19;29.18;11.01;1.38;37.97
SPR;2007.00;30;52G7;482.60;0.00;33.98;0.00;0.00;35.92;46.34;0.00;0.00;25.69
SPR;2007.00;30;52G8;852.00;1.63;63.47;7.98;0.00;27.73;60.41;4.18;3.21;10.96
SPR;2007.00;30;52G9;852.00;0.00;3.45;0.37;0.00;10.06;14.93;1.29;0.63;30.03
SPR;2007.00;30;52H0;852.00;0.00;61.47;35.60;0.00;113.83;292.74;11.27;5.34;115.00
SPR;2007.00;30;53G7;354.50;0.00;45.72;0.00;0.00;55.05;27.37;5.28;0.00;36.08
SPR;2007.00;30;53G8;838.10;0.00;5.57;1.96;0.00;13.79;24.12;4.96;1.53;27.35
SPR;2007.00;30;53G9;838.10;0.00;7.38;0.82;0.00;27.57;34.19;3.11;0.00;58.08
SPR;2007.00;30;53H0;838.10;0.00;1.80;0.00;0.00;17.38;23.86;1.26;5.72;32.52
SPR;2007.00;30;54G8;642.20;0.00;25.81;0.00;2.32;8.93;15.08;3.90;0.00;28.19
SPR;2007.00;30;54G9;824.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2007.00;30;54H0;727.90;0.00;7.08;0.91;0.00;16.50;34.91;1.33;0.00;5.91
SPR;2007.00;30;55G9;625.60;0.00;20.83;0.00;11.94;24.72;78.33;3.32;36.94;100.24
SPR;2007.00;30;55H0;688.60;0.00;463.73;0.00;0.00;757.31;1011.62;9.35;31.78;157.07
SPR;2007.00;32;47H3;536.20;488.08;372.11;222.57;48.46;136.03;65.30;7.90;6.67;13.50
SPR;2007.00;32;48H3;615.70;980.78;4916.78;4240.85;1021.16;3673.56;1429.82;134.70;82.71;237.28
SPR;2007.00;32;48H4;835.10;51.87;3628.39;2309.10;479.52;1690.73;778.96;38.23;24.05;71.52
SPR;2007.00;32;48H5;767.20;45.79;1772.12;1075.38;208.90;745.18;373.10;16.06;12.56;29.64
