Year;Sub_Div;RECT;Area;Age1;Age2;Age3;Age4;Age5;Age6;Age7;Age8+
2013.00;26;40H0;1012.10;1056.90;177.10;105.30;77.10;83.50;74.50;25.20;38.30
2013.00;26;41G8;1000.00;569.42;3717.95;2057.73;828.63;1078.56;69.00;0.00;0.00
2013.00;26;41G9;1000.00;1981.30;2412.10;964.50;256.20;611.80;272.10;130.20;82.00
2013.00;26;41H0;953.30;2286.10;591.60;132.90;73.40;218.00;64.70;17.00;34.70
2013.00;27;42G7;986.90;1208.70;852.34;955.91;382.49;490.60;92.12;83.52;74.94
2013.00;27;43G7;913.80;25.78;181.47;176.35;69.02;82.49;15.88;14.59;12.14
2013.00;27;44G7;960.50;94.66;565.54;467.37;159.80;168.22;34.53;28.52;23.52
2013.00;27;45G7;908.70;561.38;1162.08;837.51;267.27;267.19;57.40;39.25;40.45
2013.00;27;45G8;947.20;863.26;1186.69;737.80;210.00;187.74;40.29;24.43;30.18
2013.00;27;46G8;884.80;161.62;438.02;282.22;121.36;159.71;27.32;32.05;29.81
2013.00;28_2;42G8;945.40;83.67;798.53;365.50;544.30;247.63;100.76;145.97;40.37
2013.00;28_2;42G9;986.90;162.56;1551.42;710.11;1057.49;481.11;195.76;283.60;78.43
2013.00;28_2;42H0;968.50;5806.50;1028.40;240.80;133.30;548.10;80.30;40.50;45.30
2013.00;28_2;43G8;296.20;5.88;61.67;38.54;86.89;50.87;22.30;15.58;5.61
2013.00;28_2;43G9;973.70;366.66;2291.31;647.28;915.25;329.58;107.06;235.67;38.04
2013.00;28_2;43H0;973.70;473.10;2031.20;556.90;171.30;433.00;179.20;110.00;57.50
2013.00;28_2;43H1;412.70;714.60;90.40;30.10;12.90;8.60;0.00;0.00;4.30
2013.00;28_2;44G9;876.60;69.19;618.48;235.82;338.25;140.41;54.20;90.65;22.46
2013.00;28_2;44H0;960.50;490.60;922.40;179.10;47.00;226.70;58.10;9.80;75.90
2013.00;28_2;44H1;824.60;717.50;258.40;55.80;9.00;57.80;8.20;2.60;6.90
2013.00;28_2;45G9;924.50;234.05;1504.70;461.56;628.32;216.64;68.73;167.25;27.07
2013.00;28_2;45H0;947.20;1205.80;1266.30;199.50;155.00;369.90;105.90;62.30;165.40
2013.00;28_2;45H1;827.10;233.00;511.70;70.50;68.30;164.70;44.20;25.70;71.50
2014.00;24;38G2;832.90;0.12;1.20;1.98;1.73;1.15;0.96;0.61;0.01
2014.00;24;38G3;865.70;205.55;164.43;178.72;118.59;101.40;58.20;24.31;0.53
2014.00;24;38G4;1034.80;282.02;237.51;233.52;153.28;124.75;72.89;31.74;0.45
2014.00;24;39G2;406.10;0.00;0.23;0.44;0.75;0.29;0.39;0.23;0.04
2014.00;24;39G3;765.00;0.91;42.36;61.99;76.85;43.29;42.13;18.09;3.98
2014.00;24;39G4;524.80;25.19;195.12;207.50;132.17;117.16;61.38;22.70;0.36
2014.00;25;37G5;642.20;16.97;111.77;113.62;63.23;78.36;23.28;10.06;6.15
2014.00;25;38G5;1035.70;104.59;689.90;720.56;410.25;523.59;160.56;69.23;42.95
2014.00;25;38G6;940.20;90.06;524.94;410.91;210.77;228.43;63.17;25.60;18.28
2014.00;25;39G4;287.30;23.94;112.53;106.82;68.79;89.12;37.99;13.59;10.20
2014.00;25;39G5;979.00;404.01;1592.79;1049.94;449.05;485.05;111.28;56.32;27.55
2014.00;25;39G6;1026.00;78.95;1108.85;751.36;303.47;306.75;66.38;33.39;16.81
2014.00;25;39G7;1026.00;22.79;205.19;117.41;44.96;40.69;7.21;4.75;1.94
2014.00;25;40G4;677.20;104.84;773.90;476.59;196.05;203.67;48.26;25.46;13.26
2014.00;25;40G5;1012.90;76.85;1696.26;1212.76;518.65;549.37;111.40;56.27;29.85
2014.00;25;40G6;1013.00;77.36;644.97;391.35;145.30;143.62;24.62;17.54;6.45
2014.00;25;40G7;1013.00;441.67;1043.96;596.67;227.00;217.34;37.47;21.66;10.96
2014.00;25;41G6;764.40;337.21;1254.09;500.96;172.00;94.72;15.88;10.52;3.24
2014.00;25;41G7;1000.00;228.07;848.21;338.83;116.34;64.07;10.74;7.12;2.19
2014.00;26;39G8;1026.00;31.35;720.85;432.79;286.35;176.05;107.86;46.65;16.33
2014.00;26;40G8;1013.00;11.80;579.55;310.18;197.45;125.78;80.19;28.41;12.58
2014.00;26;40G9;1013.00;72.36;264.45;282.19;346.88;178.19;223.74;119.40;79.24
2014.00;26;40H0;1012.10;918.94;161.95;139.77;42.19;27.97;38.29;9.23;9.29
2014.00;26;41G8;1000.00;86.79;587.71;213.40;121.22;71.08;45.42;25.18;7.14
2014.00;26;41G9;1000.00;296.46;1650.50;1391.30;351.17;151.78;373.59;29.90;133.00
2014.00;26;41H0;953.30;148.05;670.60;766.63;108.63;53.95;134.79;15.32;51.17
2014.00;28_2;42G8;945.40;135.87;814.63;586.56;114.31;163.15;35.97;25.31;17.71
2014.00;28_2;42G9;986.90;355.45;127.91;129.49;28.20;39.09;8.98;6.24;4.08
2014.00;28_2;42H0;968.50;908.43;547.46;700.08;216.21;37.81;249.23;39.06;30.73
2014.00;28_2;43G8;296.20;29.34;139.09;121.23;24.79;30.16;6.74;4.90;3.64
2014.00;28_2;43G9;973.70;259.45;780.55;649.20;133.79;169.28;38.35;26.99;20.98
2014.00;28_2;43H0;973.70;319.83;684.81;604.01;147.78;29.56;251.48;52.15;77.59
2014.00;28_2;43H1;412.70;778.68;128.65;253.31;102.67;10.17;78.74;22.87;9.17
2014.00;28_2;44G9;876.60;42.11;1328.93;1118.38;206.37;287.47;60.77;38.15;28.87
2014.00;28_2;44H0;960.50;760.22;665.76;429.80;133.57;21.54;199.79;12.76;60.38
2014.00;28_2;44H1;824.60;574.99;119.41;91.81;44.48;4.37;28.54;6.90;5.76
2014.00;28_2;45G9;924.50;76.96;1486.21;1062.80;197.17;297.08;66.90;42.85;30.58
2014.00;28_2;45H0;947.20;517.32;492.93;337.31;65.83;29.60;115.85;8.39;63.81
2014.00;28_2;45H1;827.10;92.00;120.80;66.20;17.75;6.28;30.63;1.35;12.10
2014.00;29;46G9;933.80;71.54;1371.38;699.76;107.08;268.40;56.25;5.10;81.83
2014.00;29;46H0;933.80;1028.87;1116.03;968.00;291.83;199.89;272.65;69.49;99.11
2014.00;29;46H1;921.50;174.05;322.21;193.14;107.48;40.07;75.44;37.50;49.04
2014.00;29;47H1;920.30;1809.80;1685.13;811.58;266.87;477.90;309.75;107.29;304.76
2014.00;29;47H2;793.90;112.37;667.41;611.70;220.31;271.66;270.67;52.68;193.69
2014.00;32;47H3;536.20;21.36;55.73;62.25;21.71;37.44;20.13;4.23;16.13
2015.00;24;38G2;832.90;3.21;6.90;7.50;12.16;5.99;6.68;4.53;1.65
2015.00;24;38G3;865.70;291.68;236.44;113.39;139.16;60.00;62.98;43.57;14.32
2015.00;24;38G4;1034.80;169.45;587.13;211.64;229.45;86.74;59.75;31.74;6.02
2015.00;24;39G2;406.10;2.89;6.20;6.75;10.94;5.39;6.01;4.08;1.48
2015.00;24;39G3;765.00;2.70;49.73;37.03;49.53;19.38;13.78;10.51;6.22
2015.00;24;39G4;524.80;25.00;60.69;25.03;28.17;10.65;9.48;5.41;0.76
2015.00;25;37G5;642.20;45.59;49.78;188.89;121.35;128.58;59.93;35.65;18.32
2015.00;25;38G5;1035.70;243.18;265.52;1007.46;647.24;685.78;319.63;190.13;97.71
2015.00;25;38G6;940.20;33.54;219.43;597.68;339.51;304.27;134.35;79.11;40.61
2015.00;25;39G4;287.30;67.55;32.28;110.05;78.75;78.96;38.62;24.59;11.68
2015.00;25;39G5;979.00;516.90;784.10;1945.06;962.41;587.66;280.16;110.04;79.82
2015.00;25;39G6;1026.00;344.30;1246.65;3018.12;1493.39;993.84;402.89;171.49;132.27
2015.00;25;39G7;1026.00;449.13;712.48;1452.86;646.60;327.58;154.52;45.31;45.32
2015.00;25;40G4;677.20;347.85;241.55;629.80;339.36;271.17;110.91;62.33;37.93
2015.00;25;40G5;1012.90;3536.47;500.98;1236.17;595.96;356.37;173.08;51.71;46.73
2015.00;25;40G6;1013.00;3740.44;767.19;1767.90;868.82;556.89;258.97;103.55;73.91
2015.00;25;40G7;1013.00;3804.04;800.36;1398.47;595.55;271.90;134.92;41.87;38.05
2015.00;25;41G6;764.40;4134.74;34.99;74.03;34.99;20.19;8.08;2.69;2.69
2015.00;25;41G7;1000.00;1991.26;454.20;841.97;355.34;166.04;71.84;14.69;26.28
2015.00;26;38G9;918.20;2595.02;2020.51;747.93;424.56;56.64;14.13;57.07;7.92
2015.00;26;39G8;1026.00;255.08;1559.82;956.43;634.52;135.79;127.23;36.86;34.40
2015.00;26;39G9;1026.00;4111.54;1771.67;1731.99;825.53;236.05;64.88;237.01;16.99
2015.00;26;39H0;881.60;7326.02;551.82;400.88;159.45;0.00;0.00;0.00;0.00
2015.00;26;40G8;1013.00;2114.54;2376.73;1336.18;791.72;149.80;137.88;36.22;33.49
2015.00;26;40G9;1013.00;135.68;512.91;882.53;364.97;162.93;47.08;74.96;15.71
2015.00;26;41G8;1000.00;617.61;888.26;541.18;333.04;63.95;64.94;12.52;11.62
2015.00;26;41G9;1000.00;1663.90;940.70;770.90;742.60;117.90;23.20;270.90;54.20
2015.00;26;41H0;953.30;446.80;201.40;194.30;173.20;14.80;5.40;58.60;9.40
2015.00;27;45G8;947.20;3509.03;229.49;316.20;156.73;29.99;111.28;0.00;44.81
2015.00;27;46G8;884.80;4882.34;603.56;746.93;317.50;54.59;205.87;0.00;71.46
2015.00;28_2;42G8;945.40;298.91;385.51;649.82;922.86;314.23;235.17;11.33;104.95
2015.00;28_2;42G9;986.90;547.16;465.38;659.23;782.16;231.02;144.09;0.00;94.05
2015.00;28_2;42H0;968.50;1996.40;259.70;336.90;283.90;82.80;20.90;106.80;26.10
2015.00;28_2;43G9;973.70;2109.44;966.77;1244.54;1394.03;419.82;247.32;0.00;170.65
2015.00;28_2;43H0;973.70;3326.80;184.70;141.80;173.60;61.90;12.10;114.00;62.30
2015.00;28_2;43H1;412.70;740.90;125.00;90.30;86.80;35.90;11.60;46.30;26.60
2015.00;28_2;44G9;876.60;2700.27;218.16;299.59;364.71;124.40;78.77;7.98;50.33
2015.00;28_2;44H0;960.50;3461.00;177.10;214.80;157.50;47.00;15.60;59.60;45.40
2015.00;28_2;44H1;824.60;3624.80;199.90;188.70;145.40;0.00;0.00;40.60;19.30
2015.00;28_2;45G9;924.50;2239.80;358.81;438.53;534.71;161.84;147.05;0.00;76.81
2015.00;28_2;45H0;947.20;714.30;52.30;90.30;159.40;39.70;12.80;78.50;40.70
2015.00;28_2;45H1;827.10;3018.30;73.80;86.40;56.30;4.90;4.90;4.90;9.70
2015.00;29;46G9;933.80;8199.23;86.03;212.41;95.81;27.73;58.30;0.00;0.00
2015.00;29;46H0;933.80;3665.90;33.60;129.50;133.70;48.10;0.00;137.70;79.30
2015.00;29;46H1;921.50;3650.60;128.40;108.90;162.60;48.10;13.30;34.20;40.50
2015.00;29;47G9;876.20;8787.15;92.20;227.64;102.68;29.72;62.48;0.00;0.00
2015.00;29;47H1;920.30;1775.90;81.90;163.60;112.50;53.30;17.50;88.70;60.00
2015.00;29;47H2;793.90;893.40;33.00;116.30;109.60;19.50;14.60;109.00;66.10
2015.00;32;47H3;536.20;539.90;20.20;104.60;108.30;5.00;4.70;70.80;48.30
2016.00;26;40G9;1013.00;190.47;1828.39;744.69;220.76;76.12;76.05;20.70;25.94
2016.00;26;40H0;1012.10;1035.24;1603.78;1047.48;323.91;134.78;62.10;60.46;13.96
2016.00;26;41G8;1000.00;648.94;6893.55;666.20;245.16;129.92;0.00;89.64;64.05
2016.00;26;41G9;1000.00;539.31;3778.31;222.36;151.19;71.70;8.01;16.68;6.97
2016.00;26;41H0;953.30;471.78;2584.43;279.30;131.87;77.06;4.93;9.86;48.66
2016.00;28_2;42G9;986.90;1529.57;6536.53;484.89;309.00;174.17;91.98;34.55;37.23
2016.00;28_2;42H0;968.50;947.06;3087.60;180.54;74.27;34.04;27.83;0.00;24.77
2016.00;28_2;43G9;973.70;322.72;3345.43;288.45;250.68;98.13;55.69;0.00;17.96
2016.00;28_2;43H0;973.70;570.51;3100.46;256.26;143.27;43.56;41.51;7.34;25.64
2016.00;28_2;43H1;412.70;222.31;818.94;93.48;48.31;18.85;11.78;5.89;0.00
2016.00;28_2;44G9;876.60;423.92;2868.45;149.33;65.03;65.72;17.89;0.00;29.59
2016.00;28_2;44H0;960.50;362.07;2587.08;215.53;102.94;44.89;24.50;0.00;58.92
2016.00;28_2;44H1;824.60;426.28;2073.77;204.36;135.22;67.14;33.29;10.14;17.33
2016.00;28_2;45H0;947.20;1626.34;4368.40;157.54;118.41;60.57;27.27;3.22;48.66
2016.00;28_2;45H1;827.10;909.86;2485.44;92.29;62.88;49.28;34.05;5.59;21.55
2016.00;29;46H0;933.80;182.56;2467.08;150.06;245.81;134.55;36.50;60.27;111.00
2016.00;29;46H1;921.50;289.92;1679.85;67.55;126.80;81.26;19.50;23.95;55.63
2016.00;29;47H1;920.30;510.11;4948.12;108.83;246.47;185.39;59.45;56.85;136.93
2016.00;29;47H2;793.90;18.07;1851.88;59.68;156.94;100.59;34.37;35.55;83.51
2016.00;32;47H3;536.20;174.73;1889.22;34.67;64.14;57.21;0.00;13.87;74.77
2017.00;24;38G2;832.90;292.92;16.68;24.61;12.81;5.31;0.64;1.44;0.15
2017.00;24;38G3;865.70;898.68;184.35;641.35;251.80;74.59;4.35;22.35;1.18
2017.00;24;38G4;1034.80;226.63;241.28;865.43;325.60;99.02;4.29;24.40;0.65
2017.00;24;39G2;406.10;496.49;28.27;41.71;21.72;8.99;1.09;2.44;0.25
2017.00;24;39G3;765.00;0.11;4.30;16.97;6.32;1.60;0.11;0.44;0.02
2017.00;24;39G4;524.80;5.99;57.75;285.06;147.36;59.75;3.99;15.29;1.04
2017.00;25;37G5;642.20;4.15;45.26;663.07;434.53;153.35;67.68;12.03;1.64
2017.00;25;38G5;1035.70;11.96;155.95;2041.03;1045.29;306.34;137.86;19.65;1.64
2017.00;25;38G6;940.20;0.00;19.75;352.91;232.71;80.21;35.90;5.65;1.37
2017.00;25;38G7;471.70;0.14;5.16;84.98;56.47;21.25;9.28;1.85;0.33
2017.00;25;39G4;287.30;11.70;5.39;183.94;121.32;75.67;21.31;11.12;14.15
2017.00;25;39G5;979.00;176.04;331.96;3251.40;536.84;535.02;108.60;40.88;16.00
2017.00;25;39G6;1026.00;4.61;93.39;862.21;299.66;96.19;40.69;6.15;1.99
2017.00;25;39G7;1026.00;154.82;341.49;2634.03;769.00;226.98;99.29;17.51;3.21
2017.00;25;40G4;677.20;12.20;15.66;365.28;215.39;177.64;52.23;5.59;57.60
2017.00;25;40G5;1012.90;35.69;22.89;664.34;211.47;144.67;39.05;20.58;16.28
2017.00;25;40G6;1013.00;500.08;843.64;3926.10;451.46;478.19;103.83;25.68;8.43
2017.00;25;40G7;1013.00;772.44;1286.61;2866.52;89.89;75.29;43.55;3.28;0.00
2017.00;25;41G6;764.40;136.52;519.62;2168.58;263.73;282.98;55.96;12.86;5.86
2017.00;25;41G7;1000.00;342.56;956.82;3238.15;116.06;110.44;27.25;2.54;0.65
2017.00;26;37G8;86.00;392.92;109.70;464.09;65.94;16.11;1.89;2.22;0.00
2017.00;26;37G9;151.60;34.69;45.52;310.31;41.25;7.60;0.33;0.96;0.00
2017.00;26;38G8;624.60;925.91;630.65;3855.80;647.60;148.68;19.97;22.84;0.00
2017.00;26;38G9;918.20;1327.14;2829.18;13017.01;1223.40;213.57;0.00;18.45;0.00
2017.00;26;39G8;1026.00;339.65;773.48;5295.78;957.59;193.91;23.69;34.18;0.00
2017.00;26;39G9;1026.00;3018.96;5322.02;23194.73;2254.38;344.35;0.00;42.46;0.00
2017.00;26;40G8;1013.00;749.84;2340.65;8342.55;884.13;161.32;11.26;21.09;0.00
2017.00;26;40G9;1013.00;301.04;514.32;1638.88;1626.79;387.51;256.59;79.42;136.31
2017.00;26;40H0;1012.10;5715.37;481.15;707.97;506.40;147.68;191.11;38.38;73.71
2017.00;26;41G8;1000.00;365.13;1428.37;4056.53;438.66;21.97;8.03;8.03;8.03
2017.00;26;41G9;1000.00;865.61;922.45;4471.08;547.47;311.01;54.40;57.31;43.83
2017.00;26;41H0;953.30;310.52;297.71;1197.01;194.75;102.12;14.36;20.16;5.72
2017.00;27;45G8;947.20;453.01;345.39;1755.85;20.52;3.06;3.06;0.00;0.00
2017.00;27;46G8;884.80;296.04;699.66;2453.26;89.88;10.23;2.56;0.00;0.00
2017.00;28_2;42G8;945.40;1108.43;1128.07;2428.45;565.00;31.69;48.07;0.00;17.83
2017.00;28_2;42G9;986.90;674.14;2033.05;5349.33;795.72;183.00;86.93;28.79;29.01
2017.00;28_2;42H0;968.50;2666.90;1062.80;3157.94;251.21;232.85;76.66;28.39;65.31
2017.00;28_2;43G9;973.70;738.07;1714.70;3986.87;642.81;145.67;106.49;12.96;48.48
2017.00;28_2;43H0;973.70;519.57;598.75;1918.22;131.51;111.71;57.98;2.16;47.73
2017.00;28_2;43H1;412.70;124.78;101.81;328.01;14.65;19.21;11.88;0.00;11.68
2017.00;28_2;44G9;876.60;304.96;1151.22;1850.41;488.18;33.68;49.21;0.00;18.24
2017.00;28_2;44H0;960.50;2073.01;2201.46;7771.49;383.16;336.03;127.56;58.73;154.97
2017.00;28_2;44H1;824.60;967.18;336.02;566.68;51.72;60.10;29.03;0.00;23.86
2017.00;28_2;45G9;924.50;338.42;1118.80;1624.19;467.60;33.82;53.86;0.00;16.48
2017.00;28_2;45H0;947.20;1172.01;930.18;1705.81;207.58;68.66;25.85;6.71;31.89
2017.00;28_2;45H1;827.10;1025.75;603.48;1129.10;132.93;42.46;18.26;8.46;23.81
2017.00;29;46G9;933.80;751.88;1108.27;2730.20;224.14;87.50;15.58;11.48;0.00
2017.00;29;46H0;933.80;1767.36;612.98;1742.86;123.52;100.85;14.15;37.17;50.33
2017.00;29;46H1;921.50;1967.66;626.49;1203.52;50.55;43.24;7.38;18.23;18.27
2017.00;29;47G9;876.20;281.91;559.57;1518.06;242.66;68.32;28.64;18.51;2.86
2017.00;29;47H0;920.30;259.94;387.40;1062.69;116.97;37.53;17.49;10.85;1.95
2017.00;29;47H1;920.30;1302.10;685.64;2094.22;123.25;88.93;11.86;34.35;35.46
2017.00;29;47H2;793.90;502.40;500.78;1558.75;163.26;137.70;25.04;47.48;94.69
2017.00;32;47H3;536.20;335.63;312.29;757.00;56.21;52.90;37.36;20.03;46.87
2018.00;24;38G2;832.90;387.92;471.53;277.23;185.77;14.15;3.58;3.26;0.29
2018.00;24;38G3;865.70;31.63;778.72;915.67;673.54;73.87;19.89;14.57;0.00
2018.00;24;38G4;1034.80;233.90;485.99;374.00;258.21;21.21;5.15;4.15;0.45
2018.00;24;39G2;406.10;45.61;141.11;84.61;58.87;4.82;1.39;1.22;0.06
2018.00;24;39G3;765.00;27.89;221.38;159.19;113.72;8.42;2.18;1.81;0.00
2018.00;24;39G4;524.80;55.32;209.86;140.11;94.43;6.73;1.85;1.52;0.08
2018.00;25;37G5;642.20;8.39;32.41;49.53;346.07;111.25;47.87;19.32;4.86
2018.00;25;38G5;1035.70;79.58;125.52;273.23;1137.35;178.63;42.61;24.15;6.16
2018.00;25;38G6;940.20;0.00;74.42;229.09;1153.21;235.13;67.06;38.77;11.33
2018.00;25;38G7;471.70;1.98;29.12;94.46;514.14;120.67;39.48;19.35;5.64
2018.00;25;39G4;287.30;59.51;30.48;66.70;172.72;38.92;4.66;9.46;0.00
2018.00;25;39G5;979.00;178.64;553.13;1011.88;2370.75;279.30;26.22;32.67;0.00
2018.00;25;39G6;1026.00;856.86;953.41;992.46;2746.91;186.96;34.59;22.00;6.14
2018.00;25;39G7;1026.00;3545.88;1663.11;1185.34;2937.51;111.53;2.16;4.09;0.54
2018.00;25;40G4;677.20;73.79;29.32;58.94;133.36;29.19;1.70;2.42;0.00
2018.00;25;40G5;1012.90;41.53;129.61;249.75;593.48;78.01;7.20;10.47;0.00
2018.00;25;40G6;1013.00;258.69;532.54;951.27;2029.48;165.76;16.01;19.16;0.00
2018.00;25;40G7;1013.00;1058.16;950.40;1476.25;3331.69;392.33;34.69;36.53;0.00
2018.00;25;41G6;764.40;20.45;46.31;60.51;87.18;3.70;0.24;0.24;0.00
2018.00;25;41G7;1000.00;42.47;104.47;203.53;500.82;53.13;8.39;9.64;0.00
2018.00;26;37G8;86.00;189.76;85.80;177.68;209.10;15.69;1.13;0.15;0.00
2018.00;26;37G9;151.60;199.32;118.65;262.60;340.46;27.53;2.64;0.72;0.00
2018.00;26;38G8;624.60;407.62;570.85;1430.58;1784.71;143.06;13.40;1.74;0.00
2018.00;26;38G9;918.20;471.31;382.03;1062.57;1484.11;138.78;17.18;3.97;0.00
2018.00;26;39G8;1026.00;2000.00;1256.06;3800.47;4782.25;407.38;49.51;7.95;0.00
2018.00;26;39G9;1026.00;1893.01;2398.25;6366.33;8010.91;661.00;82.87;11.17;0.00
2018.00;26;40G8;1013.00;447.15;2293.61;3856.53;4947.23;416.17;49.87;4.83;0.00
2018.00;26;40G9;1013.00;667.68;815.28;1058.01;2151.72;1299.46;531.26;148.99;58.18
2018.00;26;40H0;1012.10;3580.05;620.72;1033.78;1699.38;616.24;327.27;257.43;67.91
2018.00;26;41G8;1000.00;135.68;1502.48;1957.80;2728.56;119.28;0.00;0.00;14.31
2018.00;26;41G9;1000.00;1219.27;1202.40;980.59;3379.60;147.33;102.02;41.12;144.26
2018.00;26;41H0;953.30;234.00;201.61;420.46;1338.74;102.14;100.04;30.52;62.75
2018.00;27;45G8;947.20;321.88;553.80;639.89;685.57;35.52;5.84;1.62;0.81
2018.00;27;46G8;884.80;230.54;520.12;579.68;632.78;31.37;3.90;1.16;2.13
2018.00;28_2;42G8;945.40;179.81;528.51;718.25;1879.39;55.43;32.39;8.10;10.03
2018.00;28_2;42G9;986.90;294.55;1166.45;934.99;2711.94;19.41;14.33;3.58;3.58
2018.00;28_2;42H0;968.50;1107.97;258.29;297.15;1080.33;92.71;64.22;28.94;12.93
2018.00;28_2;43G9;973.70;64.98;355.90;267.18;782.03;4.28;1.62;0.40;0.40
2018.00;28_2;43H0;973.70;444.71;481.19;652.05;1727.62;189.64;72.57;59.71;58.08
2018.00;28_2;43H1;412.70;400.18;6.93;13.87;41.63;9.25;2.31;0.00;0.00
2018.00;28_2;44G9;876.60;141.38;438.51;300.38;888.72;4.69;1.52;0.38;0.94
2018.00;28_2;44H0;960.50;792.46;333.93;159.70;723.72;35.69;26.22;10.24;41.49
2018.00;28_2;44H1;824.60;982.87;90.93;165.16;279.91;8.72;24.57;16.70;15.18
2018.00;28_2;45G9;924.50;104.98;398.18;313.87;874.35;5.57;1.47;0.37;0.94
2018.00;28_2;45H0;947.20;789.66;225.76;173.74;628.54;41.10;21.75;20.47;22.62
2018.00;28_2;45H1;827.10;1579.24;178.65;146.02;517.82;37.16;16.57;18.45;24.66
2018.00;29;46G9;933.80;110.17;261.13;442.30;786.21;35.29;4.73;6.32;0.35
2018.00;29;46H0;933.80;149.07;248.32;448.61;883.68;51.08;11.59;9.94;1.66
2018.00;29;46H1;921.50;562.88;82.44;115.42;645.18;76.26;49.83;46.39;53.87
2018.00;29;47G9;876.20;537.65;550.57;937.13;1708.13;92.73;17.16;17.37;1.43
2018.00;29;47H0;920.30;194.98;429.77;826.95;1460.71;100.99;17.21;18.88;2.13
2018.00;29;47H1;920.30;974.69;156.70;173.66;1016.35;72.99;29.13;28.08;32.29
2018.00;29;47H2;793.90;403.33;70.16;107.66;636.92;64.94;45.58;45.59;52.11
2018.00;32;47H3;536.20;134.71;63.31;81.85;326.45;34.61;21.49;23.58;29.51
2019.00;24;37G4;875.10;138.25;68.32;173.85;158.17;138.00;9.83;0.00;14.09
2019.00;24;38G2;832.90;20.63;2.02;15.28;18.77;17.36;1.32;0.00;1.25
2019.00;24;38G3;865.70;236.31;141.42;274.77;228.40;210.52;11.88;0.00;23.64
2019.00;24;38G4;1034.80;359.37;251.01;488.51;423.64;391.15;27.48;0.00;36.47
2019.00;24;39G2;406.10;3.77;0.37;2.79;3.43;3.17;0.24;0.00;0.23
2019.00;24;39G3;765.00;15.04;18.41;38.19;54.39;32.18;15.71;0.00;11.90
2019.00;24;39G4;524.80;234.80;382.54;413.56;264.81;321.54;11.35;0.00;27.06
2019.00;25;37G5;642.20;3.36;34.37;176.03;296.44;348.08;63.14;32.05;15.00
2019.00;25;38G5;1035.70;52.01;242.30;1304.76;1547.01;1663.86;194.09;78.85;49.69
2019.00;25;38G6;940.20;12.80;68.93;335.95;560.64;640.51;101.80;46.46;25.95
2019.00;25;38G7;471.70;0.32;6.61;38.55;51.90;53.05;4.48;0.67;1.18
2019.00;25;39G4;287.30;376.54;419.76;326.92;1116.47;671.25;106.72;0.00;9.24
2019.00;25;39G5;979.00;845.95;1695.73;900.63;2379.88;1428.06;145.96;0.00;9.09
2019.00;25;39G6;1026.00;73.22;224.56;1420.25;1209.25;1154.91;83.73;29.72;19.84
2019.00;25;39G7;1026.00;332.22;407.60;2107.02;1181.84;1075.20;57.17;7.46;15.48
2019.00;25;40G4;677.20;397.23;602.36;482.89;1742.88;1036.59;165.94;0.00;8.34
2019.00;25;40G5;1012.90;2124.03;2070.99;800.12;1451.54;779.01;31.49;0.00;0.00
2019.00;25;40G6;1013.00;1958.31;1376.98;708.56;1928.67;1115.48;128.25;0.00;0.00
2019.00;25;40G7;1013.00;354.82;568.58;260.33;539.49;327.86;16.56;0.00;0.00
2019.00;25;41G6;764.40;792.47;988.80;373.77;851.37;447.72;35.33;0.00;0.00
2019.00;25;41G7;1000.00;204.38;418.99;370.38;998.13;663.02;59.64;0.00;1.38
2019.00;26;37G8;86.00;22.82;42.38;80.10;124.90;55.52;12.40;0.60;0.90
2019.00;26;37G9;151.60;55.88;202.58;443.06;570.63;242.94;50.64;0.90;0.00
2019.00;26;38G8;624.60;159.35;875.78;1621.71;1989.86;761.94;140.22;0.98;5.93
2019.00;26;38G9;918.20;275.35;1508.76;2960.35;3034.42;1230.46;234.67;1.91;0.00
2019.00;26;39G8;1026.00;837.21;1466.71;2919.80;4349.99;1857.69;355.18;7.79;15.78
2019.00;26;39G9;1026.00;1047.36;2304.87;4488.14;6168.55;2450.44;432.11;6.98;0.00
2019.00;26;40G8;1013.00;751.23;1211.80;2370.73;3075.49;1393.37;247.76;9.28;5.66
2019.00;26;40G9;1013.00;12.92;44.00;48.25;242.27;132.14;12.19;0.71;0.00
2019.00;26;40H0;1012.10;481.77;288.43;283.53;425.73;278.80;47.45;0.00;0.00
2019.00;26;41G8;1000.00;65.49;485.03;322.99;1069.12;441.55;16.81;4.20;35.50
2019.00;26;41G9;1000.00;305.84;1129.83;388.23;554.75;1610.82;65.18;98.69;36.28
2019.00;26;41H0;953.30;315.81;206.54;48.07;96.78;231.68;5.74;18.53;1.68
2019.00;27;45G8;947.20;1091.02;802.88;224.91;395.90;145.71;0.72;0.00;0.72
2019.00;27;46G8;884.80;1338.48;984.94;372.28;703.43;252.26;2.93;0.00;2.93
2019.00;28_2;42G8;945.40;135.19;734.09;667.18;1655.86;535.52;26.05;0.00;16.05
2019.00;28_2;42G9;986.90;210.90;1497.87;738.03;1921.07;774.06;15.97;0.00;21.40
2019.00;28_2;42H0;968.50;181.87;824.22;207.95;192.72;700.85;50.87;9.89;41.64
2019.00;28_2;43G9;973.70;255.93;1355.36;541.86;1345.00;549.81;3.41;0.00;6.82
2019.00;28_2;43H0;973.70;319.70;407.61;103.26;188.25;521.09;27.32;44.14;24.80
2019.00;28_2;43H1;412.70;61.19;57.91;13.72;24.77;75.08;6.45;6.07;5.77
